Roll No,1,2,3,4,5,6,7,8,9,10,Target
317,4.0,2.0,7.0,7.0,5.0,6.0,4.5,4.0,6.0,7.0,1
318,3.5,2.0,5.5,7.0,5.0,4.5,5.0,5.0,6.5,5.0,2
319,2.5,1.5,6.5,7.0,5.0,4.0,3.0,4.0,7.0,5.5,6
320,0.5,0.5,0.5,2.5,2.0,1.0,0.5,0.5,3.0,2.5,6
321,0.5,0.5,0.5,1.5,1.0,2.0,1.0,2.5,3.0,1.0,6
322,3.0,1.5,5.0,5.5,4.5,4.0,4.0,3.5,5.5,4.5,3
323,2.0,0.5,4.5,4.0,2.5,3.0,2.5,2.0,2.5,2.5,4
324,2.0,1.0,5.0,2.5,3.5,4.0,4.0,3.0,6.0,3.5,6
325,0.0,0.0,0.5,0.0,1.5,0.0,0.5,0.5,0.0,0.5,1
326,1.5,0.0,3.0,0.5,2.0,3.0,1.0,2.0,0.5,0.5,1
327,3.5,2.0,7.0,6.0,3.0,5.0,4.5,3.0,5.0,4.5,4
328,3.5,1.5,7.0,5.5,4.5,4.5,5.0,4.0,7.0,7.0,3
329,4.0,1.5,5.0,5.5,3.5,5.5,4.5,5.0,7.0,7.0,5
330,3.0,1.0,6.5,4.5,3.0,5.5,3.5,2.5,4.0,5.0,4
331,1.0,0.5,1.5,0.5,2.0,1.5,2.0,2.5,4.0,3.0,6
332,3.0,1.5,6.0,3.5,4.5,4.0,4.0,3.5,6.0,5.0,6
333,2.0,1.0,1.5,4.0,3.5,4.0,3.5,2.5,4.0,2.5,3
334,4.0,2.0,5.0,6.0,5.0,5.0,5.0,3.5,7.0,6.5,3
335,0.5,0.5,1.0,0.5,2.5,0.5,2.0,0.5,1.0,0.5,3
336,2.5,0.5,4.0,3.0,2.0,3.0,2.0,1.5,4.5,3.0,6
337,4.0,1.5,5.0,6.0,5.0,6.0,4.0,5.0,7.0,7.0,1
338,3.5,2.0,7.0,6.0,4.5,5.5,5.0,5.0,7.0,6.5,3
339,4.0,2.0,7.0,5.0,3.5,5.0,5.0,4.0,6.0,7.0,3
340,3.5,1.5,6.0,6.5,5.0,4.0,4.0,4.0,4.5,7.0,5
341,3.0,2.0,7.0,6.0,5.0,6.0,5.0,3.5,7.0,6.0,1
342,2.0,1.0,3.0,3.5,3.5,3.5,4.0,3.5,5.0,3.0,3
343,1.5,1.5,4.0,3.0,3.0,2.5,4.0,2.0,4.5,5.0,3
344,1.0,1.5,3.5,2.5,2.0,4.5,2.0,2.0,2.5,3.5,1
345,0.5,0.5,2.5,1.5,0.5,0.5,2.0,1.5,0.5,0.0,3
346,0.5,0.5,2.5,1.0,0.0,2.5,0.5,2.0,3.0,2.5,6
347,3.0,1.5,5.0,6.0,5.0,5.5,4.0,3.5,7.0,6.5,6
348,3.0,1.5,4.5,3.5,2.5,2.5,3.5,3.5,4.5,5.5,5
349,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.5,2.5,5
350,3.5,2.0,5.0,4.5,4.0,6.0,5.0,4.5,6.5,4.5,3
351,3.5,1.5,6.0,5.5,4.0,5.0,4.0,5.0,5.5,6.0,4
352,3.0,1.5,3.5,5.0,4.0,5.0,3.0,4.0,5.5,4.5,1
353,0.5,1.0,1.5,2.0,0.5,0.0,1.0,2.0,0.5,3.5,5
354,3.5,1.5,5.5,4.0,4.0,4.0,5.0,5.0,5.5,5.5,3
355,2.0,1.5,4.5,4.5,2.5,2.5,4.5,3.0,4.5,6.0,3
356,2.0,0.5,4.0,3.0,2.5,3.5,1.0,2.0,0.5,3.0,1
357,4.0,2.0,6.0,4.5,4.0,5.5,4.5,3.5,5.0,4.5,4
358,3.5,2.0,6.5,5.5,4.5,5.0,4.0,4.5,5.0,6.5,5
359,2.0,0.5,2.5,3.0,1.0,2.5,0.5,1.0,3.0,1.5,6
360,3.5,1.0,4.0,5.0,4.0,4.0,3.5,3.5,6.5,4.0,6
361,1.5,1.0,5.5,6.0,2.5,2.5,2.0,3.5,4.5,3.0,2
362,2.0,1.5,6.0,6.0,4.5,5.5,4.5,3.5,5.0,6.5,5
363,2.0,1.5,4.5,6.0,3.5,2.5,4.0,3.0,4.0,3.5,3
364,2.0,1.0,5.0,6.0,2.5,2.5,4.0,3.5,3.0,4.5,3
365,3.5,1.5,5.5,6.5,3.5,5.0,4.0,4.5,7.0,7.0,5
366,2.0,1.5,5.0,3.0,3.5,3.5,4.0,2.5,2.5,4.0,3
367,2.5,1.5,7.0,5.5,3.5,5.0,4.5,4.0,5.5,4.0,3
368,1.5,1.0,4.0,3.0,4.0,3.0,2.0,2.0,2.5,5.0,5
369,0.0,0.0,3.0,3.0,0.5,1.5,2.5,1.5,0.5,2.5,3
370,3.0,1.0,4.0,4.0,3.0,5.0,3.5,3.5,4.5,6.0,5
371,3.0,2.0,7.0,5.5,4.5,4.5,5.0,3.5,5.5,6.5,3
372,2.5,1.5,7.0,6.5,3.0,6.0,3.0,4.5,4.0,4.0,2
373,2.0,0.5,5.0,3.5,2.0,3.0,1.0,2.5,4.5,3.5,6
374,3.0,1.5,6.0,7.0,4.5,6.0,4.5,3.5,7.0,5.0,6
375,2.0,1.5,5.5,5.0,2.5,5.0,3.0,4.0,4.0,3.5,2
376,2.0,1.0,3.5,3.5,2.5,3.0,2.0,2.5,4.5,1.5,6
377,2.0,1.0,5.0,4.0,3.0,3.5,3.5,2.5,4.0,3.5,3
378,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,0.0,6
379,3.0,1.5,6.5,4.0,5.0,4.0,4.0,4.5,7.0,4.5,6
380,3.5,1.5,3.5,3.5,3.0,5.0,3.0,3.5,3.0,6.0,5
381,0.0,0.5,0.5,1.0,1.5,1.5,0.5,0.5,3.5,3.5,5
382,1.0,0.0,2.5,0.0,1.0,2.0,0.5,0.0,2.0,2.5,5
383,2.0,0.5,1.5,2.5,2.5,3.5,2.0,1.0,3.5,4.5,5
384,2.5,1.5,6.5,4.0,4.5,4.0,3.5,3.5,4.0,6.5,5
385,4.0,2.0,7.0,5.0,3.5,6.0,3.5,5.0,7.0,7.0,4
386,2.0,0.5,3.5,5.0,3.5,3.5,2.0,2.5,5.0,4.0,6
387,3.5,1.5,5.5,4.5,4.5,4.5,4.5,3.5,4.0,3.5,3
388,2.5,1.0,2.5,4.0,3.0,2.0,2.5,2.0,4.5,5.0,5
389,3.0,1.5,3.5,4.5,2.0,2.5,3.0,4.0,3.0,4.5,2
390,2.5,1.5,4.0,4.0,4.5,2.5,2.5,3.0,6.0,5.5,6
391,2.5,1.5,4.0,3.5,5.0,3.5,3.0,3.5,5.0,6.0,5
392,1.0,1.0,2.0,3.0,2.0,2.5,2.5,1.0,1.5,2.0,3
393,3.5,1.5,6.0,5.0,3.5,5.0,3.5,3.0,4.5,5.5,4
394,4.0,1.5,7.0,5.5,5.0,6.0,5.0,5.0,6.5,6.5,1
395,4.0,2.0,4.5,5.5,4.5,6.0,5.0,4.5,6.5,6.5,3
396,3.5,1.5,4.5,6.5,3.0,5.0,5.0,3.5,5.5,6.5,3
397,2.0,1.0,1.0,3.0,2.5,3.5,1.0,2.5,2.5,1.0,1
398,2.5,1.0,6.0,4.5,4.0,4.0,2.0,2.0,3.0,3.5,4
399,1.0,0.5,3.0,4.5,1.5,2.0,3.0,1.0,2.5,2.0,3
400,1.0,0.5,1.5,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1
401,1.5,0.5,1.0,1.5,2.5,2.5,1.5,2.5,2.5,4.5,5
402,4.0,2.0,6.5,5.0,4.0,6.0,5.0,5.0,5.5,7.0,3
403,2.5,1.0,5.0,4.0,3.5,2.5,3.0,3.0,3.5,4.5,4
404,2.0,0.0,0.5,2.0,1.5,1.0,0.5,1.0,2.5,1.5,6
405,0.5,0.0,3.0,1.5,2.5,0.5,2.0,1.5,1.5,1.0,3
406,0.5,0.5,2.5,1.5,1.0,3.5,3.0,2.5,4.5,4.5,5
407,2.5,2.0,3.5,5.5,3.0,4.5,3.5,3.5,5.0,4.5,2
408,2.0,0.5,3.0,4.5,2.5,3.5,3.5,2.5,2.5,2.5,3
409,0.0,0.5,2.5,1.5,1.5,3.0,1.5,0.5,1.0,2.0,1
410,2.5,1.5,5.0,4.5,3.5,5.5,2.5,3.0,6.5,5.0,6
411,1.5,1.5,4.0,3.5,1.5,3.5,2.5,3.0,2.0,2.5,2
412,4.0,1.5,6.5,6.0,4.0,5.5,4.0,3.0,6.0,7.0,5
413,4.0,1.5,6.5,7.0,5.0,4.0,5.0,4.0,7.0,7.0,3
414,2.0,1.5,3.5,5.5,2.5,5.0,4.0,2.5,2.5,5.0,3
415,3.0,1.0,2.5,5.0,2.0,4.0,3.0,2.0,3.5,4.5,5
416,1.5,1.5,4.5,4.5,2.0,4.5,1.5,3.0,2.5,3.5,2
417,3.0,1.5,5.5,7.0,5.0,4.0,4.5,3.5,4.5,4.5,3
418,2.0,0.5,2.5,3.5,1.0,2.5,2.0,1.0,1.5,4.0,5
419,2.0,1.0,4.5,3.0,4.0,5.0,4.0,4.5,4.0,5.5,1
420,2.0,1.5,2.0,4.0,1.5,2.5,1.5,1.5,4.5,3.0,6
421,2.5,0.5,4.0,5.0,2.0,3.0,4.0,3.5,4.0,3.0,3
422,3.0,1.5,4.5,3.5,3.5,3.5,3.0,2.5,5.5,3.0,6
423,0.5,0.5,0.5,1.5,2.0,2.0,0.0,2.0,1.5,1.5,1
424,1.5,0.0,3.5,3.5,1.0,1.0,2.0,1.5,1.0,2.5,4
425,2.0,1.0,2.5,3.0,2.0,1.5,2.0,1.5,5.0,3.0,6
426,1.0,0.5,4.0,1.0,3.0,1.5,1.5,3.0,4.0,4.0,5
427,0.5,0.5,1.0,1.0,1.5,1.5,0.5,1.0,2.5,3.0,5
428,4.0,2.0,5.0,7.0,4.0,5.5,4.0,3.5,4.0,5.0,2
429,0.5,0.5,3.5,2.5,1.0,2.5,1.5,1.5,3.5,0.5,6
430,2.5,1.0,3.5,4.5,3.0,5.0,3.0,2.0,4.0,6.0,5
431,4.0,2.0,7.0,7.0,5.0,6.0,4.0,4.5,5.5,6.0,1
432,3.5,2.0,7.0,6.5,5.0,5.5,5.0,4.0,6.5,5.0,3
433,2.5,1.5,5.5,4.5,4.5,3.0,2.0,2.5,5.5,3.5,6
434,2.5,1.0,4.0,5.5,4.0,3.5,2.5,4.0,3.5,4.0,2
435,2.5,1.0,2.0,2.0,2.0,3.5,2.0,2.0,4.5,2.0,6
436,1.0,0.5,1.0,1.5,0.5,2.0,2.0,2.0,0.0,3.0,5
437,2.0,1.0,4.5,5.0,2.5,5.5,4.0,3.5,5.0,4.5,3
438,2.0,1.0,4.5,2.0,4.0,3.0,4.0,4.0,3.5,4.5,3
439,1.5,1.0,4.0,1.5,2.5,1.5,1.5,1.5,2.5,0.5,4
440,1.0,0.5,0.0,2.0,2.5,0.5,2.5,2.0,2.5,1.0,3
441,1.5,0.0,2.5,2.5,2.0,2.0,1.0,2.0,0.5,0.0,1
442,3.0,1.0,6.0,3.5,2.5,3.5,4.0,4.0,4.5,6.0,5
443,0.0,0.5,3.0,3.0,1.5,0.0,2.0,1.5,0.5,0.5,3
444,2.0,1.5,4.0,4.5,2.0,2.0,3.5,3.0,4.0,5.5,5
445,2.5,1.0,3.5,3.5,2.5,2.5,2.5,4.0,4.5,3.0,6
446,3.0,1.5,7.0,6.0,5.0,5.0,4.5,5.0,6.0,7.0,5
447,4.0,1.5,7.0,7.0,4.5,5.5,5.0,5.0,7.0,7.0,3
448,3.0,2.0,5.0,6.5,4.0,5.5,5.0,3.5,7.0,5.0,3
449,0.5,0.5,2.0,3.5,0.0,2.5,1.0,1.5,1.0,2.0,2
450,3.0,2.0,7.0,5.5,5.0,6.0,5.0,4.0,6.0,7.0,1
451,2.5,1.5,5.0,5.0,3.0,3.0,2.5,3.0,3.0,6.0,5
452,2.5,1.5,4.5,6.0,4.5,3.0,3.0,4.0,4.0,6.0,5
453,2.0,0.5,3.0,3.0,2.5,4.0,2.5,2.0,2.0,2.5,1
454,1.5,1.0,4.5,6.0,1.5,3.5,3.5,4.0,4.5,4.5,2
455,2.5,1.0,2.5,2.0,1.5,2.5,2.0,1.5,5.0,5.0,5
456,1.5,0.5,2.0,1.0,0.0,1.0,0.5,1.0,0.5,1.0,4
457,0.5,1.0,1.5,3.0,1.0,1.0,1.5,0.5,0.5,1.0,2
458,1.5,1.5,3.5,4.0,2.5,5.0,2.0,3.5,5.5,4.5,6
459,4.0,2.0,4.5,7.0,3.5,5.0,3.5,4.0,6.0,6.0,2
460,3.0,1.0,4.5,4.5,4.0,5.5,4.0,5.0,6.5,5.5,6
461,1.0,0.0,3.0,2.0,1.0,2.0,0.5,2.0,2.0,2.5,4
462,2.0,2.0,5.0,6.5,4.5,5.0,4.0,3.5,5.0,6.0,1
463,2.0,1.0,5.5,6.0,2.5,3.5,2.0,3.0,6.0,5.5,6
464,3.0,2.0,7.0,7.0,5.0,6.0,5.0,3.5,6.0,5.0,1
465,2.0,1.0,3.0,2.5,2.5,3.0,3.0,3.0,5.0,4.0,6
466,4.0,1.5,5.5,5.0,4.5,4.0,3.5,3.5,7.0,6.0,6
467,4.0,2.0,7.0,5.0,3.5,6.0,4.0,5.0,7.0,6.5,4
468,1.5,0.5,3.5,2.0,1.0,0.5,1.0,1.5,2.5,2.0,4
469,4.0,2.0,6.5,6.0,4.5,6.0,3.0,4.0,4.5,4.5,1
470,3.5,1.0,5.5,6.5,2.5,5.5,4.0,4.5,6.0,6.5,5
471,2.5,0.5,3.5,2.5,2.5,3.0,1.5,3.5,4.5,4.5,5
472,4.0,1.5,5.5,7.0,5.0,6.0,4.0,5.0,7.0,6.0,1
473,4.0,1.5,5.0,7.0,4.0,4.5,5.0,5.0,6.0,5.5,3
474,1.0,1.0,2.5,2.5,2.5,2.0,3.5,3.5,3.5,4.5,3
475,2.0,1.0,5.5,4.0,2.0,4.5,2.0,2.5,2.5,3.5,4
476,4.0,2.0,7.0,6.5,5.0,3.5,3.5,3.5,5.5,5.5,4
477,3.0,1.5,5.5,5.5,4.0,2.5,4.5,3.0,4.0,3.0,3
478,1.5,0.5,4.0,3.5,2.0,3.0,3.0,2.5,1.5,4.0,3
479,4.0,1.5,6.0,5.0,5.0,5.5,4.5,5.0,5.5,4.5,1
480,2.0,1.5,5.0,5.5,3.0,3.5,4.5,3.5,4.0,4.0,3
481,4.0,1.5,7.0,6.5,3.5,4.0,5.0,5.0,4.5,5.5,3
482,0.0,0.0,0.5,1.5,1.0,1.0,2.5,1.5,1.0,1.0,3
483,4.0,1.5,5.5,7.0,5.0,5.0,4.5,4.0,7.0,4.5,6
484,1.0,1.5,1.5,4.5,2.5,4.0,2.0,3.0,4.5,2.0,2
485,3.5,1.5,4.5,6.5,4.5,3.0,4.0,4.5,5.0,3.5,2
486,4.0,1.5,6.0,5.5,4.5,5.0,4.0,4.0,5.0,6.5,5
487,2.0,1.0,4.5,4.5,3.5,4.0,2.0,2.0,5.0,3.0,6
488,2.5,1.0,2.5,4.0,2.5,3.0,4.0,3.0,5.5,2.5,3
489,1.0,1.0,0.0,1.5,1.5,2.5,1.5,0.5,3.5,1.0,6
490,2.0,1.0,4.5,5.0,3.0,5.0,3.0,2.5,4.0,4.5,1
491,2.0,1.0,3.5,5.0,2.5,2.5,2.5,4.0,5.5,5.0,6
492,3.0,2.0,7.0,7.0,5.0,6.0,4.5,3.5,7.0,5.5,1
493,2.5,1.0,6.0,3.0,3.5,5.0,3.0,2.5,4.0,3.5,1
494,4.0,2.0,5.5,6.0,4.5,6.0,5.0,5.0,7.0,6.5,3
495,3.5,2.0,5.0,6.5,5.0,5.0,5.0,4.5,7.0,5.0,3
496,0.5,0.5,1.0,1.0,0.5,2.5,1.5,1.0,3.0,0.5,6
497,3.5,2.0,6.0,6.0,5.0,6.0,3.5,3.5,5.5,7.0,1
498,2.0,2.0,5.5,4.5,4.0,3.0,4.5,3.5,5.5,4.0,3
499,1.5,0.5,0.0,0.5,0.0,2.0,2.0,0.0,0.0,1.5,3
500,2.0,0.5,5.0,2.5,2.5,4.0,2.5,3.5,1.5,4.5,5
501,4.0,2.0,7.0,5.5,3.5,6.0,5.0,4.5,5.5,7.0,3
502,0.5,0.0,0.0,0.0,1.5,2.5,0.5,1.5,2.0,1.5,1
503,3.5,2.0,6.5,6.0,5.0,6.0,3.5,4.0,7.0,5.5,1
504,4.0,1.5,7.0,5.0,4.0,5.5,5.0,4.0,7.0,7.0,3
505,2.0,1.5,3.5,3.0,2.5,2.0,3.5,3.0,3.0,3.5,3
506,2.0,1.5,2.0,2.0,2.5,1.5,1.5,2.0,2.5,2.0,2
507,1.5,1.5,3.5,2.5,3.5,4.5,3.5,2.5,2.5,3.0,1
508,3.5,1.5,7.0,6.5,5.0,5.0,4.0,5.0,6.5,7.0,5
509,2.5,1.5,4.0,3.5,3.0,2.0,3.5,1.5,4.0,4.0,3
510,1.5,1.5,4.5,1.5,1.0,1.5,3.5,2.0,4.0,3.0,3
511,3.0,2.0,5.0,7.0,3.0,4.5,4.5,4.0,5.0,5.5,2
512,1.0,0.5,3.0,2.0,3.0,1.5,1.0,2.0,4.5,2.5,6
513,2.0,1.5,3.5,6.0,3.0,4.0,4.0,4.0,5.0,3.0,2
514,2.5,1.0,4.5,4.0,3.0,4.5,2.0,3.5,2.0,3.5,1
515,3.0,1.5,4.0,3.0,3.5,4.5,2.0,3.0,3.0,5.0,1
516,4.0,2.0,5.5,7.0,4.5,4.5,3.5,4.0,7.0,6.0,6
517,4.0,2.0,5.5,7.0,4.0,6.0,4.0,5.0,6.0,7.0,2
518,1.0,0.5,3.5,2.0,1.5,1.5,1.0,3.0,2.5,3.5,5
519,1.0,0.5,1.0,2.0,1.0,2.0,1.5,0.5,2.0,3.5,5
520,2.0,1.0,5.5,5.5,4.5,2.5,3.5,4.0,5.0,3.0,2
521,3.0,1.5,3.5,5.5,2.5,4.0,2.5,3.0,4.5,2.5,2
522,1.5,1.0,3.5,3.0,3.0,4.0,2.0,2.0,3.0,1.5,1
523,2.5,0.5,3.5,3.5,1.5,2.5,1.0,1.5,2.5,3.5,4
524,2.0,1.0,5.5,6.5,4.5,3.5,3.5,3.0,5.5,6.5,5
525,4.0,2.0,7.0,7.0,3.5,5.0,4.5,3.5,6.5,5.0,4
526,2.5,1.5,6.0,3.5,2.5,5.0,4.5,4.5,4.5,3.0,3
527,2.0,1.5,4.0,4.5,3.5,4.0,4.0,3.5,7.0,6.5,6
528,4.0,2.0,7.0,7.0,5.0,6.0,5.0,4.0,7.0,5.5,1
529,1.5,2.0,3.0,6.0,3.0,5.0,3.0,2.5,6.5,5.5,6
530,1.5,0.5,2.0,2.0,0.0,1.0,0.0,1.0,2.5,0.0,6
531,4.0,2.0,5.5,5.5,4.5,4.5,3.5,3.5,7.0,7.0,5
532,1.0,1.0,3.5,1.0,2.5,2.5,2.5,2.0,3.5,3.5,3
533,1.0,1.5,2.0,4.0,3.0,2.0,1.5,2.0,3.5,2.0,2
534,4.0,2.0,7.0,7.0,5.0,4.5,4.5,4.0,7.0,7.0,4
535,1.0,0.0,1.0,2.0,2.0,1.0,1.5,2.0,3.5,2.5,6
536,2.5,1.5,6.5,5.5,4.5,4.0,3.5,4.0,3.5,4.0,4
537,1.0,1.5,4.5,2.0,3.0,4.0,3.0,3.0,2.0,3.0,1
538,3.0,1.5,6.0,5.0,2.5,4.5,4.0,2.0,5.5,4.5,4
539,1.5,1.0,2.5,2.5,1.0,1.5,2.5,2.0,2.0,2.5,3
540,1.0,1.0,2.0,4.5,3.0,3.5,2.5,2.0,3.0,1.5,1
541,1.5,0.5,0.5,3.5,0.5,0.0,2.5,2.5,2.5,2.0,3
542,1.5,0.5,2.0,1.5,2.0,1.5,2.5,0.5,3.0,2.5,3
543,3.5,1.5,7.0,4.5,3.5,5.0,5.0,5.0,5.0,5.0,3
544,2.5,0.5,4.0,3.0,2.0,2.0,1.5,0.5,4.0,3.5,4
545,4.0,1.5,7.0,7.0,3.5,6.0,5.0,3.5,6.5,5.5,3
546,1.5,0.5,1.0,0.5,2.0,3.0,2.5,2.0,1.0,1.5,3
547,2.5,1.5,3.5,3.5,2.5,3.0,3.5,3.5,5.5,6.0,5
548,1.5,1.0,1.0,1.5,2.5,2.0,1.0,2.0,3.5,0.5,6
549,3.0,2.0,6.0,6.0,4.5,6.0,4.5,5.0,7.0,7.0,5
550,1.5,1.0,4.0,1.5,3.0,2.0,3.5,2.0,2.5,1.5,3
551,4.0,2.0,7.0,6.0,5.0,4.5,4.5,4.5,6.5,7.0,4
552,1.0,1.0,2.5,4.0,2.0,4.5,3.5,2.5,5.0,5.0,5
553,2.5,1.0,5.0,4.0,2.0,4.0,3.5,4.5,4.0,3.5,3
554,3.5,1.5,7.0,7.0,4.5,5.0,4.0,4.5,7.0,6.0,6
555,2.0,1.0,4.0,3.0,2.5,4.0,3.5,3.0,2.5,4.5,3
556,3.0,1.0,5.0,4.5,2.0,2.0,4.0,2.5,5.0,4.5,3
557,2.0,0.5,3.0,2.0,0.5,3.5,1.0,1.0,3.5,0.5,6
558,3.5,1.0,6.0,7.0,3.0,4.0,4.0,3.5,5.0,6.0,4
559,3.5,2.0,5.5,7.0,5.0,6.0,5.0,5.0,6.5,6.0,1
560,4.0,2.0,6.0,5.0,4.5,4.5,5.0,4.0,5.5,7.0,3
561,2.0,1.0,5.0,5.5,2.5,3.5,3.0,2.5,3.5,4.5,2
562,3.0,1.5,4.0,5.5,4.0,3.5,4.0,4.5,4.0,6.0,5
563,2.0,0.5,2.0,3.0,3.5,3.0,2.0,4.0,3.0,3.0,1
564,2.0,0.5,3.0,2.5,2.5,3.5,2.5,1.0,1.5,4.0,5
565,1.0,0.5,2.5,3.0,1.0,1.5,1.0,3.0,2.0,2.5,2
566,4.0,1.5,6.0,7.0,5.0,6.0,4.0,5.0,7.0,7.0,1
567,2.5,1.5,4.5,7.0,4.5,4.5,4.0,3.5,4.0,5.0,2
568,2.5,1.5,5.5,3.5,2.0,4.0,3.0,3.0,3.0,3.0,4
569,3.0,1.0,5.5,5.0,4.5,5.5,4.5,2.5,6.5,4.5,6
570,1.5,0.5,1.0,2.5,1.0,3.0,2.0,2.5,2.5,1.0,3
571,3.0,1.5,4.5,4.5,5.0,4.5,4.0,3.5,6.0,4.5,1
572,2.5,2.0,6.0,3.0,3.5,5.0,4.5,3.0,5.0,6.5,5
573,3.0,1.5,6.5,5.0,4.0,5.0,3.5,5.0,7.0,7.0,5
574,3.5,2.0,5.0,7.0,3.5,6.0,5.0,4.0,6.0,7.0,3
575,2.0,0.5,4.5,3.0,2.5,2.5,4.0,3.0,4.0,3.5,3
576,3.0,1.0,4.0,5.0,3.5,4.5,3.5,4.5,4.0,3.5,2
577,3.0,2.0,6.5,7.0,5.0,5.5,5.0,5.0,7.0,7.0,2
578,2.0,1.0,4.0,3.5,2.5,3.0,1.5,1.0,3.5,4.0,5
579,2.0,2.0,5.5,4.5,3.5,3.5,4.0,3.5,6.0,5.5,6
580,2.5,1.5,2.5,4.0,3.0,3.0,3.5,2.0,3.5,4.0,3
581,1.0,1.0,3.5,2.5,1.0,2.5,1.0,1.5,1.5,1.5,4
582,1.0,0.5,3.0,2.5,3.5,3.0,2.5,2.0,2.5,4.0,1
583,1.5,1.0,3.5,1.0,1.0,1.0,0.5,2.0,2.5,2.0,4
584,0.5,0.5,1.0,1.0,1.5,2.0,0.0,2.0,0.5,2.5,5
585,1.5,0.5,1.5,2.0,2.0,0.5,2.0,1.0,3.0,0.0,6
586,4.0,2.0,7.0,6.5,5.0,5.0,4.0,4.0,7.0,5.0,4
587,2.5,1.5,3.0,4.5,4.0,4.0,2.5,4.0,5.5,6.0,5
588,2.5,1.0,3.5,3.5,3.5,3.0,2.5,4.0,5.5,5.0,6
589,1.5,1.0,1.5,2.5,3.0,1.5,2.5,3.5,4.5,3.0,6
590,1.5,1.5,2.5,4.0,4.0,5.0,4.5,4.0,4.5,5.0,3
591,3.5,1.0,4.0,6.0,2.5,5.5,4.5,2.5,4.0,3.5,3
592,2.0,0.5,3.5,3.0,3.0,3.5,1.5,2.0,2.0,3.0,1
593,2.0,1.0,4.0,5.0,3.5,5.0,3.5,3.0,4.0,5.5,5
594,1.5,0.5,3.0,2.5,1.0,4.0,3.0,2.0,2.0,4.0,3
595,3.5,1.5,5.5,6.5,4.0,3.5,4.0,4.5,4.5,7.0,5
596,1.5,0.5,2.5,5.0,2.5,3.5,2.0,3.5,3.5,4.5,2
597,4.0,1.5,7.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,3
598,3.0,2.0,6.5,4.5,5.0,5.0,4.0,3.5,7.0,5.5,6
599,1.5,0.5,1.5,4.0,1.0,2.5,1.5,0.5,1.0,1.0,2
600,3.0,1.5,5.5,4.5,2.0,4.5,3.5,2.0,3.5,4.0,4
601,2.5,1.0,3.5,3.0,3.0,1.5,3.0,3.5,5.0,4.0,6
602,4.0,1.5,6.5,7.0,5.0,5.0,4.0,5.0,7.0,6.5,6
603,3.5,1.5,6.5,4.5,3.5,5.5,3.0,3.5,6.5,5.5,6
604,3.0,2.0,6.0,5.5,3.5,4.5,3.0,3.5,6.0,6.0,5
605,2.0,0.0,1.5,2.5,1.0,2.5,1.0,1.5,3.0,1.5,6
606,2.5,1.5,4.0,7.0,3.5,5.0,3.5,4.0,5.0,5.5,2
607,4.0,2.0,7.0,5.0,4.0,4.0,4.0,5.0,7.0,7.0,4
608,2.5,0.5,3.0,3.0,2.5,4.5,3.0,3.5,3.0,2.5,1
609,1.5,0.5,0.5,1.0,1.5,0.5,2.0,1.0,1.5,3.0,5
610,1.5,1.0,2.5,2.5,2.5,3.5,1.5,1.0,2.0,4.5,5
611,4.0,2.0,7.0,5.5,4.5,4.0,5.0,4.5,5.0,7.0,3
612,3.0,1.5,5.0,4.0,3.5,3.5,3.0,3.5,5.0,3.5,4
613,1.5,0.0,3.5,3.5,2.0,1.5,1.5,1.0,2.5,1.0,4
614,3.5,2.0,4.0,6.5,4.5,3.5,4.0,4.5,5.5,5.0,2
615,4.0,1.5,4.5,7.0,4.0,4.5,5.0,4.0,4.5,6.5,3
616,0.5,1.0,1.5,1.5,2.5,3.0,1.0,2.5,1.5,2.0,1
617,1.5,1.5,5.0,3.0,2.5,2.0,2.5,3.5,4.5,3.5,6
618,1.5,1.0,2.5,3.0,2.0,1.0,0.5,1.5,2.0,2.0,2
619,3.0,2.0,7.0,6.5,2.5,3.5,2.5,3.5,5.0,4.5,4
620,1.5,1.0,1.0,2.5,2.5,2.5,2.0,2.0,1.0,0.5,1
621,1.0,1.0,4.0,2.5,2.5,4.5,3.0,3.5,3.5,4.0,1
622,1.0,1.0,3.0,2.5,2.5,2.0,2.5,3.5,4.5,3.0,6
623,4.0,2.0,5.5,6.0,5.0,6.0,5.0,4.5,7.0,7.0,1
624,1.5,0.5,4.0,4.0,2.5,1.0,0.5,2.5,1.0,1.0,2
625,3.0,0.5,2.0,2.5,3.0,3.0,3.5,2.0,4.5,2.5,3
626,1.5,0.5,3.5,1.0,0.5,1.0,1.0,0.5,3.0,3.5,5
627,1.5,1.5,4.5,2.5,1.5,3.0,2.0,3.0,4.5,2.5,6
628,3.5,2.0,7.0,5.0,5.0,5.5,3.5,3.5,4.5,7.0,5
629,1.0,0.5,2.5,1.0,1.5,2.5,0.5,1.0,2.0,2.0,1
630,3.5,1.5,5.5,5.5,4.5,3.5,5.0,4.0,6.5,5.0,3
631,2.0,0.5,1.0,3.5,1.5,2.0,0.0,2.0,1.0,1.0,2
632,0.5,0.5,2.0,2.5,2.0,2.0,2.5,2.0,2.0,2.5,3
633,3.0,1.0,3.0,1.5,1.0,3.5,2.5,1.5,5.0,4.0,6
